"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-30 10:29:47.47","0","202","검역","隔離區","Lazaretto","13","0","-","725","2020년 03월 30일 00시","","10","1","19"
"","","2020-03-30 10:29:47.47","0","9","제주","济州","Jeju","1","4","1.34","724","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","0","95","경남","庆南","Gyeongsangnam-do","1","65","2.83","723","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","38","1298","경북","庆北","Gyeongsangbuk-do","11","772","48.75","722","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","0","9","전남","全南","Jeollanam-do","0","3","0.48","721","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","0","13","전북","全北","Jeollabuk-do","1","7","0.72","720","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","0","127","충남","忠南","Chungcheongnam-do","0","83","5.98","719","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","0","44","충북","忠北","Chungcheongbuk-do","3","21","2.75","718","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","1","36","강원","江原","Gangwon-do","2","21","2.34","717","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","5","463","경기","京畿","Gyeonggi-do","15","160","3.49","716","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","0","46","세종","世宗","Sejong","0","12","13.44","715","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","0","39","울산","蔚山","Ulsan","0","19","3.40","714","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","0","34","대전","大田","Daejeon","0","17","2.31","713","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","0","20","광주","光州","Gwangju","0","13","1.37","712","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","0","58","인천","仁川","Incheon","0","15","1.96","711","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","111","6624","대구","大邱","Daegu","14","3837","271.87","710","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","3","118","부산","釜山","Busan","1","87","3.46","709","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","0","426","서울","首尔","Seoul","16","92","4.38","708","2020년 03월 30일 00시","","","",""
"","","2020-03-30 10:29:47.47","158","9661","합계","合计","Total","78","5228","18.63","707","2020년 03월 30일 00시","","","",""
